milenka vesniĆa,radomira vujoviĆa,savski venac,beograd,beograd,2004/002
milenka vuČaniĆa,,surČin,surČin,surČin,
milenka zablaĆanskog,,mladenovac,granice,granice,2019/066
milenka zablaĆanskog,,obrenovac,bariČ,bariČ,
milenka zablaĆanskog,,zvezdara,beograd,beograd,
milentija popoviĆa,,grocka,grocka,grocka,
milentija popoviĆa,,grocka,kaluĐerica,kaludjerica,
milentija popoviĆa,,grocka,vrČin,vrČin,
milentija popoviĆa,,novi beograd,beograd,bg-n beograd,
milentija popoviĆa,,obrenovac,zabreŽje,zabreŽje,
milentija sekuliĆa,,sopot,popoviĆ,popoviĆ,
milentijeva,,mladenovac,jagnjilo,jagnjilo,
mileŠevska ulica,,sopot,rogaČa,rogaČa,
mileŠevska,,grocka,kaluĐerica,kaludjerica,2018/119
mileŠevska,,grocka,umČari,umČari,2018/119
mileŠevska,,grocka,vinČa,vinČa,
mileŠevska,,lazarevac,lazarevac,lazarevac,
mileŠevska,,lazarevac,stubica,stubica,
mileŠevska,,obrenovac,poljane,poljane,
mileŠevska,,surČin,surČin,surČin,2019/067
mileŠevska,,vraČar,beograd,beograd,
mileta lojkoviĆa,,palilula,ovČa,ovČa,2019/013
mileta milenkoviĆa,,voŽdovac,pinosava,pinosava,
mileta stankoviĆa,,zemun,ugrinovci,ugrinovci,
milete cerovca,,grocka,begaljica,begaljica,
milete cerovca,,grocka,vrČin,vrČin,
milete erakoviĆa,,obrenovac,piroman,piroman,
milete jakŠiĆa,,zvezdara,beograd,beograd,
milete jovanoviĆa-cerovca,,grocka,kaluĐerica,kaludjerica,
milete magaraŠeviĆa,,Čukarica,beograd,bg-Železnik,2019/013
milete stevanoviĆa,,lazarevac,zeoke,zeoke,
miletska,slatina nova 1016,palilula,borČa,borČa,2006/024
mileusniĆa,,surČin,jakovo,jakovo,
mileve mariĆ  ajnŠtajn,,grocka,kaluĐerica,kaludjerica,2018/119
mileve mariĆ ajnŠtajn,,grocka,vrČin,vrČin,2018/119
mileve mariĆ ajnŠtajn,,novi beograd,beograd,bg-n beograd,
mileve mariĆ,,barajevo,meljak,meljak,2019/067
mileve mariĆ,,lazarevac,veliki crljeni,veliki crljeni,
mileve mariĆ,,obrenovac,obrenovac,obrenovac,
mileve mariĆ,,sopot,popoviĆ,popoviĆ,
mileve mariĆ,,surČin,surČin,surČin,
mileve mariĆ,milice kostadinoviĆ,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
mileve simiĆ,,Čukarica,beograd,bg-Železnik,2019/013
miliĆa baŠiĆa,,barajevo,barajevo,barajevo,2019/067
miliĆa jakovljeviĆa solunca,kneza sime markoviĆa,lazarevac,junkovac,junkovac,2010/043
miliĆa marinoviĆa,,voŽdovac,beograd,beograd,
miliĆa marjanČeviĆa,,barajevo,veliki borak,veliki borak,
miliĆa mijailoviĆa,,sopot,guberevac,guberevac,
miliĆa nikoliĆa,,barajevo,arnajevo,arnajevo,2019/067
miliĆa od maČve,,sopot,ralja,ralja,
miliĆa od maČve,,zvezdara,beograd,bg-mirijevo,2018/119
miliĆa rakiĆa,,zvezdara,beograd,beograd,
milice babiĆ jovanoviĆ,,Čukarica,beograd,bg-Železnik,2019/013
milice hrebeljanoviĆ,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
milice hrebelЈanoviĆ,,palilula,beograd,ovČa,2019/013
milice jakovljeviĆ,,voŽdovac,ripanj,ripanj,2018/119
milice jankoviĆ,,palilula,beograd,beograd,
milice krstiĆ,,palilula,borČa,borČa,2019/013
milice miljanov,,rakovica,beograd,beograd,
milice milojkoviĆ,,voŽdovac,beograd,beograd,
milice nikoliĆ,,barajevo,baĆevac,baĆevac,
milice nikoliĆ,,Čukarica,umka,umka,
milice ninkoviĆ,,Čukarica,beograd,bg-Železnik,2019/013
milice prodanoviĆ,,palilula,borČa,borČa,2019/013
milice rakiĆ,,lazarevac,vrbovno,vrbovno,
milice rakiĆ,posavskog odreda,zemun,beograd,bg-batajnica,2005/008
milice ribnikar,,voŽdovac,beograd,bg-jajinci,2018/119
milice srpkinje,,rakovica,beograd,beograd,
milice ŠteriĆ,,obrenovac,misloĐin,misloĐin,
milice ŠteriĆ,,voŽdovac,ripanj,ripanj,2018/119
milice stojadinoviĆ srpkinje,,Čukarica,beograd,bg-Železnik,2019/013
milice stojadinoviĆ srpkinje,,surČin,petrovČiĆ,petrovČiĆ,2019/067
milice stojadinoviĆ-srpkinje,,grocka,vinČa,vinČa,
milice stojadinoviĆ-srpkinje,,lazarevac,lazarevac,lazarevac,
milice stojanoviĆ srpkinje,,mladenovac,rajkovac,rajkovac,
milice ŠuvakoviĆ,,zemun,beograd,bg-zemun,
milice tomiĆ,,obrenovac,bariČ,bariČ,2019/064
milice tomiĆ,,voŽdovac,ripanj,ripanj,2018/119
miliĆeva,,zvezdara,beograd,bg-mirijevo,
miliĆevo sokaČe,biluŠka,Čukarica,sremČica,sremČica,2006/024
milijana matiĆa,,barajevo,vraniĆ,vraniĆ,
milijana simiĆa,,sopot,babe,babe,
milije marinkoviĆa,,Čukarica,velika moŠtanica,velika moŠtanica,
milije mihailoviĆa,,barajevo,barajevo,barajevo,
milije prvog miĆiĆa,,mladenovac,jagnjilo,jagnjilo,
milije stanojloviĆa,,Čukarica,umka,umka,
milije uroŠeviĆa,,sopot,stojnik,stojnik,
milinka jeliĆa,,barajevo,vraniĆ,vraniĆ,
milinka kuŠiĆa,,Čukarica,beograd,bg-Železnik,
milinka stefanoviĆa,,Čukarica,velika moŠtanica,velika moŠtanica,
milinke jeliĆ,,Čukarica,umka,umka,
milisava antonijeviĆa,,sopot,babe,babe,
milisava bogdanoviĆa,,barajevo,veliki borak,veliki borak,
milisava ČamdŽije,,barajevo,veliki borak,veliki borak,
milisava ČamdŽije,,mladenovac,koraĆica,koraĆica,
milisava ČamdŽije,,obrenovac,bariČ,bariČ,
milisava dakiĆa,,Čukarica,beograd,beograd,
milisava ÐuroviĆa,,voŽdovac,beograd,beograd,
milisava glumČeviĆa,,obrenovac,skela,skela,
milisava gorunoviĆa,,barajevo,barajevo,barajevo,
milisava ivankoviĆa-solunca,,lazarevac,petka,petka,
milisava krstiĆa,,barajevo,meljak,meljak,
milisava lutovca,,obrenovac,konatice,konatice,
milisava lutovca,,rakovica,beograd,beograd,
milisava makanjiĆa,,lazarevac,lazarevac,lazarevac,
milisava milojeviĆa,,sopot,guberevac,guberevac,
milisava noviČiĆa,,sopot,babe,babe,
miliŠe miŠiĆa,,sopot,duČina,duČina,
milivoja blaznavca,nova 29,mladenovac,rajkovac,rajkovac,2007/014
milivoja bogdanoviĆa arnauta,,sopot,guberevac,guberevac,
milivoja bogdanoviĆa-arnauta,,barajevo,lisoviĆ,lisoviĆ,
milivoja boŠkoviĆa,,barajevo,barajevo,barajevo,2019/067
milivoja boŠkoviĆa,,voŽdovac,beli potok,beli potok,2018/119
milivoja gajiĆa,,sopot,mali poŽarevac,mali poŽarevac,
milivoja iliĆa,,sopot,parcani,parcani,
milivoja kosaniĆa,,barajevo,veliki borak,veliki borak,
milivoja kostadinoviĆa,,barajevo,arnajevo,arnajevo,
milivoja lazareviĆa,,barajevo,maniĆ,maniĆ,2019/067
milivoja miĆe tomiĆa,,zvezdara,beograd,bg-mirijevo,2018/119
milivoja mila katiĆa,,barajevo,baĆevac,baĆevac,2019/067
milivoja nenadoviĆa,,palilula,beograd,bg-krnjaČa,2019/013
milivoja nikoliĆa,,barajevo,guncati,guncati,2019/067
milivoja panteliĆa,,sopot,sibnica,sibnica,
milivoja paunoviĆa,,barajevo,lisoviĆ,lisoviĆ,2019/067
milivoja pavloviĆa,,obrenovac,draŽevac,draŽevac,
milivoja pavloviĆa,,voŽdovac,beograd,bg-kumodraŽ,2018/119
milivoja peroviĆa,,zvezdara,beograd,bg-mirijevo,
milivoja petroviĆa blaznavca,,obrenovac,mala moŠtanica,mala moŠtanica,
milivoja popoviĆa-miĆe,,barajevo,barajevo,barajevo,
milivoja rakiĆa,,barajevo,lisoviĆ,lisoviĆ,
milivoja ristiĆa,rade konČara,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
milivoja stajkoviĆa-miĆe,,barajevo,vraniĆ,vraniĆ,
milivoja stekiĆa,,barajevo,vraniĆ,vraniĆ,
milivoja stevanoviĆa,,sopot,mali poŽarevac,mali poŽarevac,
milivoja stevanoviĆa-mice,,sopot,duČina,duČina,
milivoja stojanoviĆa brke,,palilula,borČa,borČa,2019/013
milivoja ŽivanoviĆa,,voŽdovac,beograd,bg-rakovica selo,
miljakovaČka,vukasoviĆeva  1 deo,rakovica,beograd,beograd,2005/008
miljakovaČke livade,vukasoviĆeva  4 deo,rakovica,beograd,beograd,2005/008
miljakovaČke staze,,voŽdovac,beograd,beograd,
miljakovaČke staze,vukasoviĆeva  2 deo,rakovica,beograd,beograd,2005/008
miljakovaČke Šume,vukasoviĆeva  5 deo,rakovica,beograd,beograd,2005/008
miljakovaČki izvori,vukasoviĆeva  3 deo,rakovica,beograd,beograd,2005/008
miljakovaČki vinogradi,vukasoviĆeva  6 deo,rakovica,beograd,beograd,2005/008
miljakovaČko brdo,vukasoviĆeva 7 deo,rakovica,beograd,beograd,2005/008
miljana miljaniĆa,,zvezdara,beograd,bg-v m lug,2018/119
miljkova ulica,,barajevo,arnajevo,arnajevo,2019/067
miljkoviĆa,,obrenovac,oraŠac,oraŠac,
milke bosniĆ,,voŽdovac,beograd,bg-jajinci,
milke grgurove,,voŽdovac,beograd,beograd,
milke i toŠe rusa,grebniČka,Čukarica,sremČica,sremČica,2006/024
milke iviĆ,,Čukarica,sremČica,sremČica,
milke lukiĆ,,zemun,beograd,bg-zemun,
milke markoviĆ,,obrenovac,stubline,stubline,
milke markoviĆ,,voŽdovac,zuce,zuce,
miloja beljinca,,obrenovac,skela,skela,
miloja bogdanoviĆa,,lazarevac,lazarevac,lazarevac,
miloja Ðaka,,savski venac,beograd,beograd,
miloja milojeviĆa,paŠtriČka,Čukarica,sremČica,sremČica,2006/024
miloja pavloviĆa,,grocka,kaluĐerica,kaludjerica,
miloja pavloviĆa,,voŽdovac,beograd,beograd,
miloja popoviĆa Đaka,,mladenovac,koraĆica,koraĆica,
miloja radojeviĆa,,sopot,sopot,sopot,
miloja sariĆa,,sopot,nemenikuĆe,nemenikuĆe,
miloja staniŠiĆa-solunca,,lazarevac,junkovac,junkovac,
miloja stojanoviĆa,,Čukarica,beograd,bg-Železnik,2019/013
miloja vasiĆa,,grocka,kaluĐerica,kaludjerica,2018/119
miloja vasiĆa,,palilula,beograd,bg-viŠnjica,2019/013
miloja vujanca,,palilula,borČa,borČa,2019/013
miloja zakiĆa,,Čukarica,beograd,bg-Žarkovo,
miloja ŽivanoviĆa,,lazarevac,lazarevac,lazarevac,
milojka veČerinoviĆa,,lazarevac,lazarevac,lazarevac,
milojka vuceliĆa,,zemun,beograd,bg-zemun,
milomira adamoviĆa,,sopot,sibnica,sibnica,
milomira mladenoviĆa,,palilula,borČa,borČa,2019/013
milomira petroviĆa,dobrČanska,Čukarica,sremČica,sremČica,2006/024
milomira staniŠiĆa,,palilula,beograd,bg-viŠnjica,
milorada arsenijeviĆa,,palilula,borČa,borČa,
milorada bate mihailoviĆa,,palilula,beograd,bg-krnjaČa,2019/013
milorada bondŽuliĆa,,voŽdovac,beograd,beograd,
milorada brkiĆa-icinog,,barajevo,baĆevac,baĆevac,
milorada ĆiriĆa,,Čukarica,beograd,bg-Železnik,
milorada dimitrijeviĆa,,obrenovac,bariČ,bariČ,2019/064
milorada dimitrijeviĆa,,palilula,beograd,bg-viŠnjica,2019/013
milorada dimitrijeviĆa,,voŽdovac,ripanj,ripanj,2018/119
milorada ĐorĐeviĆa,,barajevo,guncati,guncati,2019/067
milorada draŠkoviĆa,alije alijagiĆa,rakovica,beograd,beograd,2005/008
milorada ÐurÐeviĆa,,lazarevac,vreoci,vreoci,
milorada ekmeČiĆa,travniČka,savski venac,beograd,beograd,2019/013
milorada gavriloviĆa,,stari grad,beograd,beograd,
milorada iliĆa,,sopot,parcani,parcani,
milorada ivankoviĆa,,barajevo,Šiljakovac,Šiljakovac,
milorada jankoviĆa-doce,,rakovica,beograd,beograd,
milorada josipoviĆa Šote,kaliČanska,Čukarica,sremČica,sremČica,2006/024
milorada jovanoviĆa,,barajevo,maniĆ,maniĆ,
milorada jovanoviĆa,,Čukarica,beograd,bg-Žarkovo,
milorada marinkoviĆa,,barajevo,Šiljakovac,Šiljakovac,
milorada markoviĆa,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
milorada markoviĆa,,sopot,duČina,duČina,
milorada markoviĆa-miĆe,,sopot,mala ivanČa,mala ivanČa,
milorada markoviĆa-miĆe,,sopot,popoviĆ,popoviĆ,
milorada markoviĆa-miĆe,,sopot,sopot,sopot,
milorada milenkoviĆa,nova 163,mladenovac,rajkovac,rajkovac,2007/014
milorada milosavljeviĆa,,obrenovac,bariČ,bariČ,
milorada milosavljeviĆa,,voŽdovac,beograd,bg-jajinci,2018/119
milorada miŠkoviĆa,,barajevo,barajevo,barajevo,2019/067
milorada miŠkoviĆa,,obrenovac,broviĆ,broviĆ,
milorada miŠkoviĆa,,voŽdovac,beograd,bg-jajinci,2018/119
milorada mitroviĆa,,grocka,vrČin,vrČin,
milorada mitroviĆa,,vraČar,beograd,beograd,
milorada pantiĆa,,Čukarica,ostruŽnica,ostruŽnica,
milorada paviĆa,,barajevo,meljak,meljak,2019/067
milorada paviĆa,,grocka,kaluĐerica,kaludjerica,2018/119
milorada paviĆa,,mladenovac,meĐuluŽje,meĐuluŽje,
milorada paviĆa,,zvezdara,beograd,bg-mirijevo,2018/119
milorada petroviĆa,,mladenovac,mladenovac (selo),mladenovac (selo),
milorada petroviĆa,,voŽdovac,beograd,beograd,
milorada petroviĆa-janka,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
milorada petroviĆa-seljanČice,,mladenovac,velika ivanČa,velika ivanČa,
milorada petroviĆa-ujke,,obrenovac,bariČ,bariČ,
milorada plameniĆa,,barajevo,veliki borak,veliki borak,
milorada popoviĆa,,barajevo,veliki borak,veliki borak,
milorada popoviĆa,,Čukarica,beograd,bg-Železnik,
milorada r. jevtiĆa,,obrenovac,uŠĆe,uŠĆe,
milorada radovanoviĆa,,obrenovac,obrenovac,obrenovac,
milorada rankoviĆa,,sopot,sibnica,sibnica,
milorada ruvidiĆa,,zvezdara,beograd,bg-v m lug,
milorada ŠapČanina,,zvezdara,beograd,beograd,
milorada sekuliĆa,,mladenovac,granice,granice,2019/066
milorada umjenoviĆa,,voŽdovac,beograd,beograd,
milorada ŽivanoviĆa,,sopot,duČina,duČina,
milorada ŽivkoviĆa,,Čukarica,ruŠanj,ruŠanj,
milorada ŽivkoviĆa,,Čukarica,umka,umka,
miloŠa bajiĆa,,Čukarica,beograd,bg-Železnik,2019/013
miloŠa bandiĆa,franca rozmana,zemun,beograd,bg-zemun,2004/005
miloŠa blagojeviĆa,,Čukarica,umka,umka,
miloŠa bogdanoviĆa,,barajevo,lisoviĆ,lisoviĆ,2019/067
miloŠa bogiĆeviĆa,,obrenovac,stubline,stubline,
miloŠa bogiĆeviĆa,,rakovica,beograd,beograd,
miloŠa bradiĆa,,voŽdovac,beograd,beograd,
miloŠa crnjanskog,,barajevo,meljak,meljak,2019/067
miloŠa crnjanskog,,lazarevac,ŠuŠnjar,ŠuŠnjar,
miloŠa crnjanskog,,mladenovac,rajkovac,rajkovac,
miloŠa crnjanskog,,obrenovac,obrenovac,obrenovac,
miloŠa crnjanskog,,palilula,beograd,bg-viŠnjica,
miloŠa crnjanskog,,sopot,popoviĆ,popoviĆ,
miloŠa crnjanskog,radiofar ulica  7,surČin,surČin,surČin,2011/040
miloŠa crnјanskog,,grocka,kaluĐerica,kaludjerica,2018/119
miloŠa crnјanskog,,grocka,ritopek,ritopek,2018/119
miloŠa ĐorĐeviĆa,,lazarevac,bistrica,bistrica,
miloŠa goluboviĆa,,obrenovac,ljubiniĆ,ljubiniĆ,
miloŠa goluboviĆa,,rakovica,beograd,beograd,
miloŠa mariĆa,,rakovica,beograd,beograd,
miloŠa matijeviĆa,,zvezdara,beograd,bg-m m lug,
miloŠa matijeviĆa-mrŠe,,grocka,kaluĐerica,kaludjerica,
miloŠa milojeviĆa,,Čukarica,beograd,bg-Železnik,2019/013
miloŠa miloŠeviĆa,,voŽdovac,beograd,bg-rakovica selo,
miloŠa milutinoviĆa,,palilula,beograd,bg-krnjaČa,
miloŠa obiliĆa,,barajevo,vraniĆ,vraniĆ,
miloŠa obiliĆa,,grocka,boleČ,boleČ,2018/119
miloŠa obiliĆa,,grocka,grocka,grocka,2018/119
miloŠa obiliĆa,,grocka,kaluĐerica,kaludjerica,
miloŠa obiliĆa,,grocka,umČari,umČari,2018/119
miloŠa obiliĆa,,grocka,vinČa,vinČa,
miloŠa obiliĆa,,grocka,vrČin,vrČin,2018/119
miloŠa obiliĆa,,lazarevac,stubica,stubica,
miloŠa obiliĆa,,palilula,slanci,slanci,
miloŠa obiliĆa,,sopot,rogaČa,rogaČa,
miloŠa obiliĆa,,surČin,surČin,surČin,2019/067
miloŠa obiliĆa,nova 14,mladenovac,meĐuluŽje,medjuluŽje,2006/004
miloŠa obiliĆa,oslobodilaca obrenovca,obrenovac,obrenovac,obrenovac,2003/036
miloŠa obrenoviĆa,,grocka,umČari,umČari,2018/119
miloŠa obrenoviĆa,,grocka,vinČa,vinČa,
miloŠa obrenoviĆa,,grocka,vrČin,vrČin,2018/119
miloŠa obrenoviĆa,,lazarevac,veliki crljeni,veliki crljeni,
miloŠa obrenoviĆa,,obrenovac,obrenovac,obrenovac,
miloŠa obrenoviĆa,,sopot,nemenikuĆe,nemenikuĆe,
miloŠa petroviĆa,,Čukarica,ostruŽnica,ostruŽnica,
miloŠa pocerca,,barajevo,maniĆ,maniĆ,2019/067
miloŠa pocerca,,lazarevac,bistrica,bistrica,
miloŠa pocerca,,mladenovac,koraĆica,koraĆica,
miloŠa pocerca,,obrenovac,zveČka,zveČka,
miloŠa pocerca,,savski venac,beograd,beograd,
miloŠa pocerca,,surČin,beČmen,beČmen,2019/067
miloŠa s milojeviĆa,,palilula,borČa,borČa,
miloŠa sariĆa,,novi beograd,beograd,beograd,2019/066
miloŠa savČiĆa,branka ÐonoviĆa,savski venac,beograd,beograd,2004/002
miloŠa savkoviĆa,,zvezdara,beograd,beograd,
miloŠa stepiĆa,,mladenovac,meĐuluŽje,meÐuliŽje,
miloŠa stepica,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
miloŠa svetiĆa,,voŽdovac,beograd,beograd,
miloŠa svilara,,voŽdovac,beograd,beograd,
miloŠa tenkoviĆa,alije alijagiĆa prilaz 1,rakovica,beograd,beograd,2005/008
miloŠa vasiĆa,,palilula,borČa,borČa,2019/013
miloŠa vasiĆa,,sopot,sopot,sopot,
miloŠa velikog,,lazarevac,stepojevac,stepojevac,
miloŠa vesiĆa,,mladenovac,rajkovac,rajkovac,
miloŠa zeČeviĆa,,zvezdara,beograd,beograd,
miloŠa ŽutiĆa,,mladenovac,velika krsna,velika krsna,
miloŠa ŽutiĆa,,palilula,beograd,bg-krnjaČa,
milosava ÐoriĆa-zoke,,barajevo,vraniĆ,vraniĆ,
milosava ivkoviĆa,,barajevo,barajevo,barajevo,
milosava jovanoviĆa-zeke,,sopot,parcani,parcani,
milosava joviČiĆa,,sopot,popoviĆ,popoviĆ,
milosava miliĆa,,sopot,babe,babe,
milosava neŠkoviĆa,,barajevo,maniĆ,maniĆ,2019/067
milosava paunoviĆa-Ćose,,barajevo,lisoviĆ,lisoviĆ,
milosava pavloviĆa,,obrenovac,obrenovac,obrenovac,
milosava raduŠkog,,obrenovac,skela,skela,
milosava resavca,,palilula,borČa,borČa,2019/013
milosava vlajiĆa,,barajevo,meljak,meljak,
milosava vlajiĆa,,Čukarica,beograd,beograd,
milosava vlajiĆa,,grocka,begaljica,begaljica,
milosava vlajiĆa,,sopot,Đurinci,djurinci,
milosava vlajiĆa,,sopot,parcani,parcani,
milosava vlajiĆa,,sopot,ralja,ralja,
milosava vlajiĆa,,sopot,rogaČa,rogaČa,
milosava vlajiĆa,,sopot,sopot,sopot,
milosavljeviĆeva,,obrenovac,broviĆ,broviĆ,
miloŠev kladenac,,zvezdara,beograd,bg-v m lug,
miloŠev potok,,voŽdovac,beograd,bg-rakovica selo,
miloŠeviĆ put,,mladenovac,mala vrbica,mala vrbica,
miloŠeviĆa sokak,,lazarevac,petka,petka,
miloŠeviĆa,,obrenovac,oraŠac,oraŠac,
milovana bogdanoviĆa,,barajevo,lisoviĆ,lisoviĆ,2019/067
milovana ČelebiĆa,,Čukarica,beograd,bg-Žarkovo,
milovana ÐurkoviĆa,,mladenovac,jagnjilo,jagnjilo,
milovana gliŠiĆa,,barajevo,boŽdarevac,boŽdarevac,2019/067
milovana gliŠiĆa,,grocka,leŠtane,leŠtane,2018/119
milovana gliŠiĆa,,grocka,vinČa,vinČa,
milovana gliŠiĆa,,grocka,vrČin,vrČin,
milovana gliŠiĆa,,lazarevac,lazarevac,lazarevac,
milovana gliŠiĆa,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
milovana gliŠiĆa,,savski venac,beograd,beograd,
milovana gliŠiĆa,,sopot,nemenikuĆe,nemenikuĆe,
milovana gliŠiĆa,,sopot,ralja,ralja,
milovana gliŠiĆa,Čede minderoviĆa,obrenovac,obrenovac,obrenovac,2003/036
milovana gliŠiĆa,radiofar ulica 13,surČin,surČin,surČin,2011/040
milovana grujiĆa,,sopot,mali poŽarevac,mali poŽarevac,
milovana ivanoviĆa,,sopot,sibnica,sibnica,
milovana jakŠiĆa,nova 24,mladenovac,rajkovac,rajkovac,2007/014
milovana jakŠiĆa,pretok nova 224,palilula,borČa,borČa,2006/024
milovana jankoviĆa,,barajevo,barajevo,barajevo,2019/067
milovana jankoviĆa,,voŽdovac,beograd,beograd,
milovana jeliĆa,,barajevo,vraniĆ,vraniĆ,
milovana joviČiĆa,,sopot,mali poŽarevac,mali poŽarevac,
milovana kikoviĆa,,lazarevac,petka,petka,
milovana lazareviĆa,,lazarevac,petka,petka,
milovana lazareviĆa,,lazarevac,ŠuŠnjar,ŠuŠnjar,
milovana lazareviĆa,milentija popoviĆa,lazarevac,lazarevac,lazarevac,2003/007
milovana ljubinkoviĆa,,sopot,guberevac,guberevac,
milovana m. cvetiĆa,nova  5,voŽdovac,pinosava,pinosava,2018/119
milovana marinkoviĆa,,voŽdovac,beograd,beograd,
milovana markoviĆa,,voŽdovac,beograd,beograd,
milovana milenkoviĆa  1 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa  2 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa  4 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa  5 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa  6 deo 1p,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa  6 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa  7 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa  9 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa 10 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa 11 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa 3 deo,,Čukarica,peĆani,peĆani,
milovana milenkoviĆa 3 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milenkoviĆa,,Čukarica,peĆani,peĆani,
milovana milenkoviĆa,,Čukarica,velika moŠtanica,velika moŠtanica,
milovana milinkoviĆa,,sopot,babe,babe,
milovana milovanoviĆa,,grocka,zaklopaČa,zaklopaČa,
milovana milovanoviĆa,,mladenovac,rajkovac,rajkovac,
milovana milovanoviĆa,,savski venac,beograd,beograd,
milovana niĆiforoviĆa,,Čukarica,beograd,bg-Železnik,
milovana petroviĆa,,lazarevac,petka,petka,
milovana petroviĆa,,obrenovac,poljane,poljane,
milovana ŠaranoviĆa,,voŽdovac,beograd,beograd,
milovana stevanoviĆa,,barajevo,lisoviĆ,lisoviĆ,
milovana t jankoviĆa,miĆe obradoviĆa,mladenovac,mladenovac (selo),mladenovac (selo),2006/024
milovana todoroviĆa,,barajevo,meljak,meljak,
milovana vidaka,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
milovana vidaka,,surČin,surČin,surČin,
milovana vidakoviĆa,,barajevo,guncati,guncati,2019/067
milovana vidakoviĆa,,sopot,nemenikuĆe,nemenikuĆe,
milovana vidakoviĆa,,sopot,ralja,ralja,
milovana vidakoviĆa,,zvezdara,beograd,bg-v m lug,2018/119
milovana vidakoviĆa,dŽudŽina,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
milovanoviĆeva,,lazarevac,mali crljeni,mali crljeni,
milovanoviĆeva,,obrenovac,trstenica,trstenica,
miluna iliĆa,,mladenovac,velika ivanČa,velika ivanČa,
miluna maroviĆa,vodovodska 12 deo,Čukarica,beograd,bg-Žarkovo,2012/017
miluna petkoviĆ,besinjska,Čukarica,sremČica,sremČica,2006/024
miluna vidiĆa,,Čukarica,velika moŠtanica,velika moŠtanica,2019/056
milunke saviĆ,,barajevo,barajevo,barajevo,2019/067
milunke saviĆ,,grocka,kaluĐerica,kaludjerica,2018/119
milunke saviĆ,,grocka,leŠtane,leŠtane,2018/119
milunke saviĆ,,grocka,ritopek,ritopek,2018/119
milunke saviĆ,,grocka,umČari,umČari,2018/119
milunke saviĆ,,lazarevac,lazarevac,lazarevac,
milunke saviĆ,,obrenovac,obrenovac,obrenovac,
milunke saviĆ,,sopot,duČina,duČina,
milunke saviĆ,,surČin,surČin,surČin,2019/067
milunke saviĆ,,voŽdovac,beograd,beograd,
milunke saviĆ,nova 157,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
milutina bojiĆa,,barajevo,barajevo,barajevo,2019/067
milutina bojiĆa,,grocka,kaluĐerica,kaludjerica,
milutina bojiĆa,,grocka,vrČin,vrČin,
milutina bojiĆa,,lazarevac,lazarevac,lazarevac,
milutina bojiĆa,,obrenovac,zveČka,zveČka,
milutina bojiĆa,,sopot,popoviĆ,popoviĆ,
milutina bojiĆa,,stari grad,beograd,beograd,
milutina bojiĆa,,surČin,beČmen,beČmen,2019/067
milutina bojiĆa,jakova bursaĆa,mladenovac,mladenovac (selo),mladenovac (selo),2006/004
milutina borisavljeviĆa,,lazarevac,ŠopiĆ,ŠopiĆ,
milutina borisavljeviĆa,,palilula,borČa,borČa,
milutina butkoviĆa,,obrenovac,veliko polje,veliko polje,
milutina butkoviĆa,,rakovica,beograd,beograd,
milutina ČoliĆa,kneza trpimira,zvezdara,beograd,beograd,2020/130
milutina ĐuriŠiĆa,,obrenovac,bariČ,bariČ,2019/064
milutina ĐuriŠiĆa,,rakovica,beograd,beograd,
milutina erakoviĆa,,obrenovac,broviĆ,broviĆ,
milutina erakoviĆa,,obrenovac,piroman,piroman,
milutina garaŠanina,kumrovaČka prilaz 2,rakovica,beograd,beograd,2005/008
milutina glaviČkog,narodnog fronta 3 prilaz,palilula,borČa,borČa,2004/005
milutina jasniĆa,,zemun,ugrinovci,ugrinovci,
milutina kosaniĆa,,sopot,popoviĆ,popoviĆ,
milutina kukanjca,,zvezdara,beograd,bg-v m lug,2018/119
milutina mihailoviĆa,,mladenovac,meĐuluŽje,medjuluŽje,
milutina milankoviĆa,,grocka,leŠtane,leŠtane,2018/119
milutina milankoviĆa,,grocka,vrČin,vrČin,
milutina milankoviĆa,,lazarevac,lazarevac,lazarevac,
