dejana dubajiĆa,nova 41,zemun,beograd,bg-zemun,2004/005
dejana lukiĆa,,lazarevac,vreoci,vreoci,
dejana markoviĆa,,barajevo,meljak,meljak,
dejana medakoviĆa,,mladenovac,meĐuluŽje,meĐuluŽje,
dejana medakoviĆa,,palilula,beograd,bg-krnjaČa,2019/013
dejana mihajloviĆa,,voŽdovac,beli potok,beli potok,2018/119
dejana milovanoviĆa,,lazarevac,vrbovno,vrbovno,
dejana nastiĆa,,novi beograd,beograd,beograd,2019/066
dejana smiljkoviĆa,,palilula,padinska skela,padinska skela,
dejana spasovskog,,zemun,beograd,bg-zemun,
dejana vesiĆa,,mladenovac,velika krsna,velika krsna,
delfe ivanjiĆ,,obrenovac,konatice,konatice,
delfe ivanjiĆ,,rakovica,beograd,beograd,
delfska,slatina nova 1103,palilula,borČa,borČa,2006/024
deli jovanova,,palilula,beograd,ovČa,2019/013
deliblatska ulica,,barajevo,barajevo,barajevo,2019/067
deliblatska,,lazarevac,rudovci,rudovci,
deliblatska,,novi beograd,beograd,bg-n beograd,
deligradska ulica,,barajevo,vraniĆ,vraniĆ,2019/067
deligradska ulica,,mladenovac,koraĆica,koraĆica,
deligradska ulica,,sopot,nemenikuĆe,nemenikuĆe,
deligradska,,lazarevac,lazarevac,lazarevac,
deligradska,,savski venac,beograd,beograd,
delijska,,stari grad,beograd,beograd,
deli-radivoja,,voŽdovac,beograd,beograd,
delniČka,,zvezdara,beograd,beograd,
delovaČka,hanska 2 deo,Čukarica,sremČica,sremČica,2005/008
delovi,,rakovica,beograd,bg-resnik,
Đene branovaČkog,,Čukarica,beograd,bg-Železnik,2019/013
Ðenerala draŽe mihailoviĆa,,lazarevac,baroŠevac,baroŠevac,
denisa riČija,,rakovica,beograd,beograd,
ÐenoviČka,,zvezdara,beograd,bg-v m lug,
deonice,,barajevo,veliki borak,veliki borak,2019/067
Đeram,,obrenovac,trstenica,trstenica,
ĐeraviČka,,lazarevac,junkovac,junkovac,
ĐeraviČka,,rakovica,beograd,beograd,2018/119
Đerdapska ulica,,barajevo,Šiljakovac,Šiljakovac,2019/067
Ðerdapska,,grocka,vinČa,vinČa,
Ðerdapska,,lazarevac,lazarevac,lazarevac,
Đerdapska,,obrenovac,stubline,stubline,
Ðerdapska,,vraČar,beograd,beograd,
Ðermine,nova 98,mladenovac,kovaČevac,kovaČevac,2005/027
dervanova,,Čukarica,beograd,beograd,2019/013
desanke dese ĐorĐeviĆ,,Čukarica,sremČica,sremČica,
desanke dese gliŠiĆ,,voŽdovac,ripanj,ripanj,2018/119
desanke dugaliĆ,,zemun,beograd,bg-zemun,
desanke gliŠiĆ,,obrenovac,veliko polje,veliko polje,
desanke maksimoviĆ,,barajevo,meljak,meljak,2019/067
desanke maksimoviĆ,,grocka,kaluĐerica,kaludjerica,2018/119
desanke maksimoviĆ,,grocka,leŠtane,leŠtane,2018/119
desanke maksimoviĆ,,grocka,vinČa,vinČa,2018/119
desanke maksimoviĆ,,grocka,vrČin,vrČin,2018/119
desanke maksimoviĆ,,lazarevac,veliki crljeni,veliki crljeni,
desanke maksimoviĆ,,sopot,sopot,sopot,
desanke maksimoviĆ,,surČin,surČin,surČin,
desanke maksimoviĆ,,vraČar,beograd,beograd,
desanke maksimoviĆ,negovana obradoviĆa,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
desanke maksimoviĆ,vere miŠČeviĆ,obrenovac,obrenovac,obrenovac,2003/036
dese leŽajiĆ,,zemun,beograd,bg-zemun,
dese markoviĆ,,sopot,popoviĆ,popoviĆ,
deset avijatiČara,,zvezdara,beograd,beograd,
desetarska ulica,,zemun,beograd,bg-zemun,
desetog jula,,barajevo,barajevo,barajevo,2019/067
desetog kilometra,,voŽdovac,beograd,bg-jajinci,2018/119
desetog oktobra 1 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
desetog oktobra,,barajevo,barajevo,barajevo,
desetog oktobra,,barajevo,beljina,beljina,
desetog oktobra,,barajevo,guncati,guncati,
desetog oktobra,,barajevo,meljak,meljak,
desetog oktobra,,barajevo,roŽanci,roŽanci,
desetog oktobra,,barajevo,vraniĆ,vraniĆ,
desetog oktobra,,Čukarica,velika moŠtanica,velika moŠtanica,
desetog oktobra,,obrenovac,skela,skela,
desimira blagojeviĆa,janka vrabiČa,mladenovac,mladenovac (selo),mladenovac (selo),2006/004
desimira blagojeviĆa,janka vrabiČa,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2006/004
desimira miloŠeviĆa,,sopot,mali poŽarevac,mali poŽarevac,
desimira stojkoviĆa,,voŽdovac,beograd,bg-kumodraŽ,2018/119
deskaŠeva,,zvezdara,beograd,beograd,
desna obala dunava,,zemun,beograd,bg-zemun,
despota ĐurĐa,,sopot,Đurinci,Đurinci,
despota ÐurÐa,,stari grad,beograd,beograd,
despota ÐurÐa,,zemun,beograd,bg-zemun,
despota ivaniŠa,begluk nova 17,zemun,beograd,bg-batajnica,2005/008
despota olivera,toneta tomŠiČa,zvezdara,beograd,beograd,2004/002
despota stefana lazareviĆa,,barajevo,guncati,guncati,2019/067
despota stefana lazareviĆa,,mladenovac,crkvine,crkvine,
despota stefana lazareviĆa,,mladenovac,markovac,markovac,
despota stefana,,grocka,boleČ,boleČ,2018/119
despota stefana,,grocka,kaluĐerica,kaludjerica,2018/119
despota stefana,,grocka,leŠtane,leŠtane,2018/119
despota stefana,,surČin,surČin,surČin,
despota stefana,despota stevana,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
despota stevana lazareviĆa,,sopot,nemenikuĆe,nemenikuĆe,
despota stevana lazareviĆa,,sopot,sopot,sopot,
despota ugljaŠe,,lazarevac,mirosaljci,mirosaljci,
despota ugljeŠe,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2019/066
despota ugljeŠe,,obrenovac,stubline,stubline,
despota ugljeŠe,,sopot,slatina,slatina,
despota ugljeŠe,,voŽdovac,beograd,beograd,
despotovaČka ulica,,barajevo,beljina,beljina,2019/067
despotovaČka,,lazarevac,stepojevac,stepojevac,
despotovaČka,,palilula,beograd,bg-viŠnjica,
detelinska,,obrenovac,rvati,rvati,
Đetinjska,,palilula,slanci,slanci,2019/013
devaldovih,,zemun,beograd,bg-zemun,
ÐevÐelijska,,zvezdara,beograd,beograd,
devedesetdevet palih boraca,,zemun,ugrinovci,ugrinovci,
devet jugoviĆa,,grocka,leŠtane,leŠtane,2018/119
devet jugoviĆa,,grocka,vinČa,vinČa,
devet jugoviĆa,,grocka,vrČin,vrČin,2018/119
devet jugoviĆa,,lazarevac,vrbovno,vrbovno,
devet jugoviĆa,,obrenovac,mala moŠtanica,mala moŠtanica,
devet jugoviĆa,,obrenovac,obrenovac,obrenovac,
devet jugoviĆa,,sopot,sopot,sopot,
devet jugoviĆa,,surČin,surČin,surČin,2019/067
devet jugoviĆa,lepe vujiČiĆ,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
devetnaestog aprila,,obrenovac,ljubiniĆ,ljubiniĆ,
devetog maja,,barajevo,guncati,guncati,
devetog maja,,grocka,kaluĐerica,kaludjerica,
devetog maja,,grocka,zaklopaČa,zaklopaČa,
devetog maja,,lazarevac,brajkovac,brajkovac,
devetog maja,,palilula,borČa,borČa,
devetog maja,,sopot,popoviĆ,popoviĆ,
devetog maja,,surČin,progar,progar,2019/067
deviČka,pretok nova 402,palilula,borČa,borČa,2006/024
devojaČka,,zvezdara,beograd,bg-m m lug,
deŽevska,,palilula,beograd,bg-krnjaČa,2019/013
diane budisavljeviĆ,,surČin,surČin,surČin,
diane budisavljeviĆ,pivljanina baja 3 deo,savski venac,beograd,beograd,2011/010
diČinska,,lazarevac,dudovica,dudovica,
diČinska,,palilula,borČa,borČa,
dijane budisavljeviĆ,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
dijega rivere,altina nova 40,zemun,beograd,bg-zemun,2004/005
diljska,,palilula,beograd,beograd,
dimitrija avramoviĆa,,Čukarica,beograd,bg-Žarkovo,
dimitrija baČeviĆa,,palilula,beograd,bg-krnjaČa,2019/013
dimitrija blagojeviĆa,,obrenovac,zveČka,zveČka,
dimitrija blagojeviĆa,,voŽdovac,beograd,bg-jajinci,2018/119
dimitrija bogdanoviĆa,,grocka,leŠtane,leŠtane,
dimitrija bogiĆeviĆa,,barajevo,beljina,beljina,2019/067
dimitrija cincar markoviĆa,,zvezdara,beograd,bg-v m lug,2018/119
dimitrija daniĆa,,zvezdara,beograd,bg-m m lug,2018/119
dimitrija davidoviĆa,,obrenovac,trstenica,trstenica,
dimitrija davidoviĆa,,zvezdara,beograd,beograd,
dimitrija davidoviĆa,nova  4,mladenovac,granice,granice,2007/014
dimitrija diŠe ĐurĐeviĆa,,lazarevac,medoŠevac,medoŠevac,
dimitrija diŠe ÐurÐeviĆa,,lazarevac,vreoci,vreoci,
dimitrija georgijevica-starika,,novi beograd,beograd,bg-n beograd,
dimitrija gerasimoviĆa,,Čukarica,beograd,bg-Železnik,2019/013
dimitrija isailoviĆa,,rakovica,beograd,beograd,
dimitrija ivanČeviĆa,nova 55,mladenovac,kovaČevac,kovaČevac,2005/027
dimitrija jovČiĆa,,Čukarica,beograd,bg-Železnik,2019/013
dimitrija katiĆa,,zvezdara,beograd,beograd,
dimitrija kolaroviĆa,,zemun,beograd,bg-zemun,
dimitrija konjoviĆa,,rakovica,beograd,beograd,
dimitrija koturoviĆa,,rakovica,beograd,beograd,
dimitrija lazarova-raŠe,,zemun,beograd,bg-batajnica,
dimitrija marinkoviĆa,,voŽdovac,beograd,beograd,
dimitrija miliĆa,nova 19,voŽdovac,zuce,zuce,2018/119
dimitrija milovanoviĆa,,mladenovac,rabrovac,rabrovac,
dimitrija neŠiĆa,padina 3 ulaz,zvezdara,beograd,bg-v m lug,2005/008
dimitrija nikolajeviĆa,,zemun,beograd,bg-zemun,
dimitrija paramendiĆa,,zvezdara,beograd,bg-mirijevo,
dimitrija parezana,,palilula,borČa,borČa,2019/013
dimitrija parliĆa,,zvezdara,beograd,beograd,
dimitrija popoviĆa,,obrenovac,veliko polje,veliko polje,
dimitrija popoviĆa,,rakovica,beograd,beograd,
dimitrija puljeviĆa,,voŽdovac,beograd,beograd,
dimitrija putnikoviĆa,,palilula,borČa,borČa,
dimitrija ruvarca,mali zbeg nova 205,palilula,borČa,borČa,2000/003
dimitrija sabova,,Čukarica,beograd,bg-Železnik,2019/013
dimitrija saviĆa,,novi beograd,beograd,beograd,2019/066
dimitrija stamenkoviĆa,,voŽdovac,beograd,beograd,
dimitrija t leka,narodnog fronta 4 prilaz,palilula,borČa,borČa,2004/005
dimitrija tucoviĆa,,barajevo,beljina,beljina,2019/067
dimitrija tucoviĆa,,grocka,grocka,grocka,
dimitrija tucoviĆa,,grocka,kaluĐerica,kaludjerica,
dimitrija tucoviĆa,,lazarevac,lazarevac,lazarevac,
dimitrija tucoviĆa,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
dimitrija tucoviĆa,,obrenovac,mala moŠtanica,mala moŠtanica,
dimitrija tucoviĆa,,sopot,ralja,ralja,
dimitrija tucoviĆa,,zvezdara,beograd,beograd,
dimitrija vuČenova,,rakovica,beograd,beograd,
dimniČarska,,palilula,slanci,slanci,2019/013
dinarska,,grocka,vrČin,vrČin,2018/119
dinarska,,savski venac,beograd,beograd,
dinastije nemanjiĆa,,lazarevac,burovo,burovo,
dinastije nemanjiĆa,,mladenovac,meĐuluŽje,meĐuluŽje,
dinastije nemanjiĆa,,obrenovac,mala moŠtanica,mala moŠtanica,
dinastije nemanjiĆa,nova  3,voŽdovac,zuce,zuce,2018/119
dinka tucakoviĆa,zlarinska,voŽdovac,beograd,beograd,2020/138
diplomatska kolonija,,savski venac,beograd,beograd,
direkcija pk beograd,,palilula,padinska skela,padinska skela,
Ðisarovac,dragovana goluboviĆa,mladenovac,koraĆica,koraĆica,2002/020
diŠe ÐurÐeviĆa,,lazarevac,veliki crljeni,veliki crljeni,
diskont pkb nova 21,,zemun,beograd,bg-batajnica,
diskont pkb nova 22,,zemun,beograd,bg-batajnica,
disova ulica,,barajevo,barajevo,barajevo,2019/067
disova,,savski venac,beograd,beograd,
disova,nova  7,mladenovac,granice,granice,2007/014
divČibarska ulica,,barajevo,vraniĆ,vraniĆ,2019/067
divČibarska,,grocka,brestovik,brestovik,2018/119
divČibarska,,grocka,kaluĐerica,kaludjerica,2018/119
divČibarska,,grocka,vinČa,vinČa,
divČibarska,,lazarevac,lazarevac,lazarevac,
divČibarska,,obrenovac,trstenica,trstenica,
divČibarska,,zvezdara,beograd,beograd,
divlje kruŠke,,zemun,beograd,bg-zemun,
divlЈih jabuka,,palilula,beograd,bg-viŠnjica,2019/013
divlЈih kestena,,palilula,beograd,bg-viŠnjica,2019/013
divne ĐokoviĆ,,zemun,beograd,bg-zemun,
divne ĐuriĆ,,obrenovac,obrenovac,obrenovac,
divne ĐuriĆ-zamolo,,palilula,beograd,bg-krnjaČa,2019/013
diznijeva,,palilula,borČa,borČa,
dobanovaČka,,novi beograd,beograd,bg-n beograd,
dobanovaČka,,surČin,beČmen,beČmen,
dobanovaČka,,zemun,beograd,bg-zemun,
dobanovaČki put 1 deo,,zemun,beograd,bg-zemun,
dobanovaČki put 2 deo,,zemun,beograd,bg-zemun,
dobanovaČki put 3 deo,,zemun,beograd,bg-zemun,
dobanovaČki put 4 deo,,zemun,beograd,bg-zemun,
dobanovaČki put,,zemun,beograd,bg-zemun,
dobanovaČki zabran,,surČin,dobanovci,dobanovci,
dobojska,,novi beograd,beograd,bg-n beograd,
dobraČina,,stari grad,beograd,beograd,
dobravska,hanska 3 deo,Čukarica,sremČica,sremČica,2005/008
dobrČanska,hanska 4 deo,Čukarica,sremČica,sremČica,2005/008
dobre mitroviĆa,,palilula,beograd,beograd,
dobriĆa,,surČin,jakovo,jakovo,
dobrice ĆosiĆa,,barajevo,vraniĆ,vraniĆ,2019/067
dobrice ĆosiĆa,,grocka,vrČin,vrČin,2018/119
dobrice ĆosiĆa,,mladenovac,granice,granice,
dobrice ĆosiĆa,,sopot,nemenikuĆe,nemenikuĆe,
dobrice ĆosiĆa,zadarska,stari grad,beograd,beograd,2019/013
dobrice jovanoviĆa,,mladenovac,jagnjilo,jagnjilo,
dobrice kuzmiĆa,milana diŠiĆa,mladenovac,koraĆica,koraĆica,2002/023
dobrice milutinoviĆa,,stari grad,beograd,beograd,
dobrice novakoviĆa,,voŽdovac,beograd,bg-jajinci,2018/119
dobrice rankoviĆa,,barajevo,guncati,guncati,2019/067
dobriĆevska,pretok nova 222,palilula,borČa,borČa,2006/024
dobrile Živanov stakiĆ,,Čukarica,ostruŽnica,ostruŽnica,
dobrinjska,,savski venac,beograd,beograd,
dobrinjska,,stari grad,beograd,beograd,
dobrinoviĆeva,,Čukarica,beograd,beograd,
dobrivoja banoviĆa,,barajevo,barajevo,barajevo,
dobrivoja boŽiĆa,,palilula,borČa,borČa,
dobrivoja ÐurÐeviĆa-ruskog,,lazarevac,vreoci,vreoci,
dobrivoja iliĆa,,barajevo,maniĆ,maniĆ,2019/067
dobrivoja isailoviĆa,,voŽdovac,beograd,beograd,
dobrivoja jovanoviĆa 1 prilaz,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa 2 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa 2 prilaz,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa 3 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa 3 prilaz,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa 3deo 1 pr,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa 4 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa 5 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa 6 deo,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja jovanoviĆa,,Čukarica,velika moŠtanica,velika moŠtanica,
dobrivoja maksimoviĆa,,barajevo,Šiljakovac,Šiljakovac,
dobrivoja mihailoviĆa,,barajevo,baĆevac,baĆevac,2019/067
dobrivoja mihajloviĆa,,grocka,Živkovac,Živkovac,
dobrivoja nikoliĆa,,mladenovac,meĐuluŽje,medjuluŽje,
dobrivoja petkoviĆa,,rakovica,beograd,beograd,
dobrivoja todoroviĆa,,grocka,leŠtane,leŠtane,
dobrodolska,,palilula,beograd,bg-krnjaČa,2019/013
dobropoljska,,savski venac,beograd,beograd,
dobropoljski prolaz,,savski venac,beograd,beograd,
dobrosava kuzmiĆa,nova 177,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2006/004
dobrosava nikoliĆa,,barajevo,guncati,guncati,
dobrosava radosavljeviĆa,,sopot,parcani,parcani,
dobrosava teŠiĆa,,obrenovac,bariČ,bariČ,2019/064
dobrotinska,hanska 5 deo,Čukarica,sremČica,sremČica,2005/008
dobrovoljaČka,,zemun,beograd,bg-zemun,
dobrovoljnih vatrogasaca,,zemun,beograd,bg-zemun,
dobrudŽkog fronta,,palilula,borČa,borČa,2019/013
dobrunska,pretok nova 302,palilula,borČa,borČa,2006/024
dobruŠka,hanska 6 deo,Čukarica,sremČica,sremČica,2005/008
doce markoviĆa,,grocka,leŠtane,leŠtane,
dociĆa,,obrenovac,belo polje,belo polje,
dodina,,sopot,mali poŽarevac,mali poŽarevac,
dodolska,,rakovica,beograd,beograd,
dojranska,,zvezdara,beograd,beograd,
Ðoka kovaČeviĆa,,zemun,beograd,bg-zemun,
Ðoka paviĆeviĆa,,palilula,beograd,bg-krnjaČa,
Ðoka vojvodiĆa,,zvezdara,beograd,beograd,
Đoke bogdanoviĆa,,palilula,beograd,bg-viŠnjica,2019/013
Ðoke krstiĆa,,voŽdovac,beograd,beograd,
Ðoke paŠiĆa,,mladenovac,koraĆica,koraĆica,
ĐokiĆeva ulica,,mladenovac,pruŽatovac,pruŽatovac,
doktora branka i jelene,grnČarska,Čukarica,sremČica,sremČica,2006/024
doktora poŽareva,,surČin,surČin,surČin,
doktora rusa,Živote ivanoviĆa,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
doktora stavre,dragoljuba miloŠeviĆa-dr,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),2008/001
dol,,Čukarica,beograd,bg-Železnik,
dolaČka,,zvezdara,beograd,beograd,
dolaČka,jeliČiĆev venac 1 deo,Čukarica,sremČica,sremČica,2005/008
dole mihajloviĆ,,barajevo,lisoviĆ,lisoviĆ,
dolenjska,,zvezdara,beograd,beograd,
dolina mira,,obrenovac,konatice,konatice,
dolina ŠeŠira,nova 138,mladenovac,velika krsna,velika krsna,2001/015
dolinska,,zvezdara,beograd,bg-v m lug,
dolinski put,,grocka,grocka,grocka,
doljanČeva ulica,,barajevo,guncati,guncati,2019/067
doljanska,,Čukarica,sremČica,sremČica,
doljanska,,obrenovac,grabovac,grabovac,
dolovi,,obrenovac,mala moŠtanica,mala moŠtanica,
dolovska,,barajevo,barajevo,barajevo,2019/067
dolovska,,palilula,beograd,bg-krnjaČa,
dolska,,grocka,kamendol,kamendol,
dolska,,voŽdovac,beli potok,beli potok,
domentijana hilandarca,,voŽdovac,beograd,bg-rakovica selo,2018/119
domentijanova,,savski venac,beograd,beograd,
domska,,obrenovac,oraŠac,oraŠac,
don kihotova,,surČin,surČin,surČin,
donja ŠumatovaČka,,lazarevac,vrbovno,vrbovno,
donja,,voŽdovac,beograd,bg-kumodraŽ,
donje bare 2 prilaz,,grocka,kaluĐerica,kaludjerica,
donje bare,,grocka,kaluĐerica,kaludjerica,
donje polje crni lug,,surČin,progar,progar,
donji kraj,,obrenovac,dren,dren (obrenovac),
donji kraj,,obrenovac,poljane,poljane,
donji kraj,,obrenovac,uŠĆe,uŠĆe,
donji vinogradi,,grocka,grocka,grocka,2018/119
donjokrajska,,mladenovac,pruŽatovac,pruŽatovac,
donjomaljska ulica,,barajevo,veliki borak,veliki borak,
donjomaljska ulica,,barajevo,veliki borak,veliki borak,2019/067
donjopoljska,,surČin,boljevci,boljevci,
donjopoljski put,,surČin,progar,progar,
donjoŠkolska,nova 62,mladenovac,kovaČevac,kovaČevac,2005/027
donska,,zvezdara,beograd,beograd,
dorĆola,,obrenovac,stubline,stubline,
dorĆula,,obrenovac,krtinska,krtinska,
ÐorÐa andrejeviĆa-kuna,,voŽdovac,beograd,beograd,
ĐorĐa brankoviĆa,,barajevo,guncati,guncati,2019/067
ĐorĐa ceniĆa,,palilula,borČa,borČa,2019/013
ÐorÐa ČutukoviĆa,ognjena price,zemun,beograd,bg-zemun,2004/005
ĐorĐa iliĆa,,barajevo,veliki borak,veliki borak,2019/067
ÐorÐa iliĆa,,zvezdara,beograd,beograd,
ĐorĐa janjiĆa,,surČin,surČin,surČin,
ÐorÐa jovanoviĆa,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
ÐorÐa jovanoviĆa,,sopot,slatina,slatina,
ÐorÐa jovanoviĆa,,sopot,sopot,sopot,
ÐorÐa jovanoviĆa,,stari grad,beograd,beograd,
ĐorĐa kode,,Čukarica,beograd,bg-Železnik,2019/013
ÐorÐa kratovca,,voŽdovac,beograd,beograd,
ĐorĐa krstiĆa,,zvezdara,beograd,bg-m m lug,2018/119
ÐorÐa lazareviĆa,narodnog fronta 2 prilaz,palilula,borČa,borČa,2004/005
ÐorÐa lj milosavljeviĆa,,barajevo,meljak,meljak,
ÐorÐa lobaČeva,nova 42,zemun,beograd,bg-zemun,2004/005
ĐorĐa mihailoviĆa,,Čukarica,beograd,bg-Železnik,2019/013
ĐorĐa milojeviĆa,,Čukarica,velika moŠtanica,velika moŠtanica,
ÐorÐa milovanoviĆa,,Čukarica,beograd,bg-Železnik,
ĐorĐa milovanoviĆa,,mladenovac,koraĆica,koraĆica,
ÐorÐa neŠiĆa,,palilula,beograd,beograd,
ĐorĐa nestoroviĆa,,Čukarica,beograd,bg-Železnik,2019/013
ĐorĐa obradoviĆa ĆurČije,,palilula,borČa,borČa,2019/013
ÐorÐa ognjanoviĆa,,Čukarica,beograd,bg-Žarkovo,
ÐorÐa panteliĆa,stanka paunoviĆa,zemun,beograd,bg-zemun,2004/005
ÐorÐa pavloviĆa,,zvezdara,beograd,bg-mirijevo,
ĐorĐa radaka,,Čukarica,beograd,bg-Železnik,2019/013
ÐorÐa radojloviĆa,Žarka marinoviĆa,savski venac,beograd,beograd,2004/002
ĐorĐa radoviĆa,,surČin,jakovo,jakovo,
ĐorĐa radoviĆa,oraČka,surČin,jakovo,jakovo,2011/040
ĐorĐa roŠa,,palilula,borČa,borČa,2019/013
ĐorĐa ŠagiĆa,,rakovica,beograd,beograd,
ĐorĐa simiĆa,,Čukarica,beograd,bg-Železnik,2019/013
ĐorĐa sremČeviĆa,,surČin,beČmen,beČmen,
ÐorÐa stanojeviĆa,milutina milankoviĆa,novi beograd,beograd,bg-n beograd,2006/012
ÐorÐa stojkoviĆa,,Čukarica,beograd,bg-Železnik,
ÐorÐa tasiĆa,,Čukarica,beograd,bg-Žarkovo,
ĐorĐa tasiĆa,,lazarevac,trbuŠnica,trbuŠnica,
ĐorĐa vajferta,,lazarevac,ŠuŠnjar,ŠuŠnjar,
ĐorĐa vajferta,,mladenovac,kovaČevac,kovaČevac,
ÐorÐa vajferta,ognjena price,vraČar,beograd,beograd,2004/004
ĐorĐa vujadinoviĆa,,Čukarica,velika moŠtanica,velika moŠtanica,
ÐorÐa ŽivkoviĆa,,lazarevac,lazarevac,lazarevac,
Ðordana bruna,,palilula,borČa,borČa,
ĐorĐeviĆeva ulica,,barajevo,maniĆ,maniĆ,2019/067
doris lesing,,palilula,beograd,bg-krnjaČa,2019/013
dositeja novakoviĆa,,voŽdovac,beograd,beograd,
dositeja novakoviĆa,,zvezdara,beograd,bg-v m lug,2018/119
dositeja obradoviĆa,,Čukarica,ostruŽnica,ostruŽnica,
dositeja obradoviĆa,,grocka,vinČa,vinČa,2018/119
dositeja obradoviĆa,,obrenovac,zveČka,zveČka,
dositeja obradoviĆa,,sopot,nemenikuĆe,nemenikuĆe,
dositeja obradoviĆa,,surČin,surČin,surČin,2019/067
dositeja obradoviĆa,race terziĆa,lazarevac,lazarevac,lazarevac,2003/007
dositejeva,,grocka,kaluĐerica,kaludjerica,
dositejeva,,grocka,vrČin,vrČin,
dositejeva,,lazarevac,dren,dren (lazarevac),
dositejeva,,mladenovac,mladenovac (varoŠ),mladenovac (varoŠ),
dositejeva,,obrenovac,obrenovac,obrenovac,
dositejeva,,sopot,ralja,ralja,
dositejeva,,sopot,sopot,sopot,
dositejeva,,stari grad,beograd,beograd,
dositejeva,,zemun,beograd,bg-zemun,
dositejeva,mila uŽara,obrenovac,zabreŽje,zabreŽje,2003/036
dostojevskog,,barajevo,vraniĆ,vraniĆ,2019/067
dostojevskog,,Čukarica,beograd,beograd,
dostojevskog,,obrenovac,broviĆ,broviĆ,
dostojevskog,,sopot,mala ivanČa,mala ivanČa,
ÐotunoviĆa kraj,,obrenovac,uŠĆe,uŠĆe,
dr aĆima medoviĆa,nova 51,rakovica,beograd,bg-resnik,2005/008
dr agostina neta,,novi beograd,beograd,bg-n beograd,
dr aleksandra kostiĆa,,grocka,grocka,grocka,
dr aleksandra kostiĆa,,savski venac,beograd,beograd,
dr aleksandra radosavljeviĆa,,palilula,beograd,beograd,
dr andrejke,,rakovica,beograd,beograd,
dr arČibalda rajsa,harija Šihtera,obrenovac,rvati,rvati,2003/036
dr bokarova,,barajevo,beljina,beljina,2019/067
dr borislava vujadinoviĆa,Žel stanica zemun polje nova 3,zemun,beograd,bg-zemun,2005/008
dr boŽe marinkoviĆa,,voŽdovac,beograd,bg-jajinci,2018/119
dr boŽidara grujoviĆa,,barajevo,veliki borak,veliki borak,2019/067
dr ČajkanoviĆa,,rakovica,beograd,beograd,
dr Čede marinkova,nova 15,zemun,ugrinovci,ugrinovci,2008/002
dr Čede simeunoviĆa,partizanska 4 deo,zemun,ugrinovci,ugrinovci,2019/056
dr Čedomira ĐurĐeviĆa,,zvezdara,beograd,bg-v m lug,2018/119
dr danila ojdaniĆa-daČe,,sopot,sopot,sopot,
dr dijane budisavljeviĆ,,barajevo,lisoviĆ,lisoviĆ,2019/067
dr ÐorÐa joanoviĆa,,palilula,beograd,beograd,
dr ÐorÐa kovaČeviĆa,,lazarevac,lazarevac,lazarevac,
dr ÐorÐa Šuice,busije nova 32,zemun,ugrinovci,ugrinovci,2008/002
dr drage ljoČiĆ,,mladenovac,rajkovac,rajkovac,
dr drage ljoČiĆ,,palilula,beograd,beograd,
dr drage ljoČiĆ,,zvezdara,beograd,beograd,
dr draginje babiĆ,,lazarevac,mirosaljci,mirosaljci,
dr draginje babiĆ,,voŽdovac,beograd,beograd,
dr dragiŠe miŠoviĆa,,palilula,beograd,bg-krnjaČa,
dr dragoljuba jankoviĆa,Živka paunoviĆa,lazarevac,petka,petka,2010/015
dr dragoljuba sretenoviĆa,,Čukarica,beograd,bg-Žarkovo,
dr dragomira stoŠiĆa,,lazarevac,petka,petka,
dr dragoslava popoviĆa,,palilula,beograd,beograd,
dr dragutina boŠkoviĆa,,zvezdara,beograd,bg-m m lug,2018/119
dr duŠana kaŠiĆa,,Čukarica,velika moŠtanica,velika moŠtanica,
dr gavrila kojiĆa,nova  5,palilula,padinska skela,padinska skela,2007/019
dr huga klajna,,novi beograd,beograd,bg-n beograd,
dr ivana ribara,,novi beograd,beograd,bg-n beograd,
dr ive popoviĆa-Ðanija,dragorska,savski venac,beograd,beograd,2004/005
dr izabele haton,,voŽdovac,beograd,beograd,
dr jovana daniĆa,,savski venac,beograd,beograd,
